Switches:
Stage ID: 00
  01  from    STOLENSISTER  in sea/Stage (Event)
  82  from         Kbota_A  in Cave01/Room1
  82  from            Fire  in Cave01/Room1
  82  from            Fire  in Cave01/Room1
  82  from         AND_SW0  in Cave01/Room1
  82  from           Akabe  in Cave01/Room1
  82  from           Akabe  in Cave01/Room1
  82  from           Akabe  in Cave01/Room1
  82  from              Tn  in TF_01/Room1
  82  from              Tn  in TF_02/Room1
  82  from          Warpnt  in WarpD/Room0
  82  from          Warpnt  in WarpD/Room0
  83  from         Kbota_A  in Cave01/Room1
  83  from            Fire  in Cave01/Room1
  83  from            Fire  in Cave01/Room1
  83  from         magtail  in Cave01/Room1
  83  from         magtail  in Cave01/Room1
  83  from              Tn  in TF_01/Room1
  83  from              Tn  in TF_02/Room1
  84  from              Tn  in TF_02/Room1
  84  from           Warpt  in WarpD/Room0
  85  from              Tn  in TF_02/Room1
  85  from           Warpt  in WarpD/Room0
  85  from          Warpnt  in WarpD/Room0
  86  from           wiz_r  in TF_02/Room3
  86  from           Hyuf2  in TF_03/Room1
  86  from           Warpt  in WarpD/Room0
  86  from          Warpnt  in WarpD/Room0
  87  from           wiz_r  in TF_02/Room3
  87  from           Hyuf2  in TF_03/Room1
  87  from           Warpt  in WarpD/Room0
  88  from            Stal  in TF_02/Room5
  88  from           Hyuf2  in TF_03/Room1
  89  from            Stal  in TF_02/Room5
  89  from           Hyuf2  in TF_03/Room1
  89  from          Warpnt  in WarpD/Room0
  89  from           Warpt  in WarpD/Room0
  8A  from          Warpnt  in WarpD/Room0
  8A  from           Warpt  in WarpD/Room0
  8B  from           Warpt  in WarpD/Room0
  8C  from           Warpt  in WarpD/Room0
  8D  from           Warpt  in WarpD/Room0
  8D  from          Warpnt  in WarpD/Room0
  8E  from           Warpt  in WarpD/Room0
  8E  from          Warpnt  in WarpD/Room0
  90  from           Warpt  in WarpD/Room0
  91  from           Warpt  in WarpD/Room0
  91  from          Warpnt  in WarpD/Room0
  92  from           Warpt  in WarpD/Room0
  92  from          Warpnt  in WarpD/Room0
  94  from         Zenshut  in TF_01/Stage
  94  from         AND_SW2  in TF_01/Room1
  94  from         AND_SW2  in TF_01/Room1
  94  from         Zenshut  in TF_02/Stage
  94  from         AND_SW2  in TF_02/Room1
  94  from         AND_SW2  in TF_02/Room1
  94  from         AND_SW0  in TF_03/Room1
  94  from             mo2  in TF_03/Room5
  95  from         Zenshut  in TF_01/Stage
  95  from         AND_SW2  in TF_01/Room1
  95  from         AND_SW2  in TF_01/Room1
  95  from         Zenshut  in TF_02/Stage
  95  from         AND_SW2  in TF_02/Room1
  95  from         AND_SW2  in TF_02/Room1
  95  from         AND_SW0  in TF_03/Room1
  95  from             mo2  in TF_03/Room4
  96  from         Zenshut  in TF_01/Stage
  96  from         AND_SW2  in TF_01/Room1
  96  from         AND_SW2  in TF_01/Room1
  96  from           amos2  in TF_01/Room4
  96  from           amos2  in TF_01/Room4
  96  from           amos2  in TF_01/Room4
  96  from           amos2  in TF_01/Room4
  96  from         Zenshut  in TF_02/Stage
  96  from         AND_SW2  in TF_02/Room1
  96  from         AND_SW2  in TF_02/Room1
  96  from            amos  in TF_02/Room4
  96  from            amos  in TF_02/Room4
  96  from            amos  in TF_02/Room4
  96  from         AND_SW0  in TF_03/Room1
  96  from             mo2  in TF_03/Room2
  97  from         Zenshut  in TF_01/Stage
  97  from         AND_SW2  in TF_01/Room1
  97  from         AND_SW2  in TF_01/Room1
  97  from         Zenshut  in TF_02/Stage
  97  from         AND_SW2  in TF_02/Room1
  97  from         AND_SW2  in TF_02/Room1
  97  from         AND_SW0  in TF_03/Room1
  97  from             mo2  in TF_03/Room3
  98  from         AND_SW2  in TF_01/Room1
  98  from              Tn  in TF_01/Room1
  98  from              Tn  in TF_01/Room1
  98  from         AND_SW2  in TF_02/Room1
  98  from              Tn  in TF_02/Room1
  98  from              Tn  in TF_02/Room1
  98  from              Tn  in TF_02/Room1
  98  from              Tn  in TF_02/Room1
  98  from         AND_SW0  in TF_03/Room1
  98  from            amos  in TF_03/Room1
  98  from              Bk  in TF_03/Room1/Layer8
  99  from              Bk  in TF_03/Room1/Layer8
  A3  from         AND_SW2  in TF_01/Room1
  A3  from         AND_SW2  in TF_01/Room1
  A3  from         bonbori  in TF_01/Room1
  A4  from         AND_SW2  in TF_01/Room1
  A4  from         AND_SW2  in TF_01/Room1
  A4  from         bonbori  in TF_01/Room1
  A5  from         AND_SW2  in TF_01/Room1
  A5  from         AND_SW2  in TF_01/Room1
  A5  from         bonbori  in TF_01/Room1
  A6  from         AND_SW2  in TF_01/Room1
  A6  from         AND_SW2  in TF_01/Room1
  A6  from         bonbori  in TF_01/Room1
  A8  from         AND_SW2  in TF_02/Room1
  A8  from         AND_SW2  in TF_02/Room1
  A8  from         bonbori  in TF_02/Room1
  A9  from              Bk  in TF_01/Room2
  A9  from         AND_SW2  in TF_02/Room1
  A9  from         AND_SW2  in TF_02/Room1
  A9  from         bonbori  in TF_02/Room1
  AA  from              Bk  in TF_01/Room2
  AA  from         AND_SW2  in TF_02/Room1
  AA  from         AND_SW2  in TF_02/Room1
  AA  from         bonbori  in TF_02/Room1
  AB  from              Bk  in TF_01/Room2
  AB  from         AND_SW2  in TF_02/Room1
  AB  from         AND_SW2  in TF_02/Room1
  AB  from         bonbori  in TF_02/Room1
  AC  from              Bk  in TF_01/Room2
  AD  from           wiz_r  in TF_01/Room3
  AE  from           wiz_r  in TF_01/Room3
  AF  from           wiz_r  in TF_01/Room3
  B0  from             mo2  in TF_01/Room5
  B1  from             mo2  in TF_01/Room5
  B2  from              Bk  in TF_01/Room2
  B3  from              Bk  in TF_02/Room2
  B4  from              Bk  in TF_02/Room2
  B5  from              Bk  in TF_02/Room2
  B6  from              Bk  in TF_02/Room2
  B7  from              Bk  in TF_02/Room2
Room Cave01/Room0
  E0  from          SW_C00  in Cave01/Room0
  E0  from          SW_C00  in Cave01/Room0
  E0  from          SW_C00  in Cave01/Room0
  E0  from          SW_C00  in Cave01/Room0
  E0  from          SW_C00  in Cave01/Room0
  E0  from          SW_C00  in Cave01/Room0
  E0  from          SW_C00  in Cave01/Room0
  E0  from          SW_C00  in Cave01/Room0
  E0  from          SW_C00  in Cave01/Room0
  E1  from         AND_SW0  in Cave01/Room0
  E2  from          door10  in Cave01/Stage
  E2  from         Kbota_B  in Cave01/Room0
  E2  from         AND_SW0  in Cave01/Room0
  E3  from         AND_SW0  in Cave01/Room0
  E3  from         Kbota_B  in Cave01/Room0/Layer8
Room Cave02/Room0
  E0  from          SW_C00  in Cave02/Room0
  E0  from          SW_C00  in Cave02/Room0
  E0  from          SW_C00  in Cave02/Room0
  E0  from          SW_C00  in Cave02/Room0
  E1  from         magtail  in Cave02/Room0
  E1  from         AND_SW2  in Cave02/Room0
  E1  from         AND_SW2  in Cave02/Room0
  E2  from         magtail  in Cave02/Room0
  E2  from         AND_SW2  in Cave02/Room0
  E2  from         AND_SW2  in Cave02/Room0
  E3  from         magtail  in Cave02/Room0
  E3  from         AND_SW2  in Cave02/Room0
  E3  from         AND_SW2  in Cave02/Room0
  E4  from         AND_SW2  in Cave02/Room0
  E4  from              Bk  in Cave02/Room0
  E4  from              Bk  in Cave02/Room0
  E4  from         AND_SW2  in Cave02/Room0
  E5  from              Bk  in Cave02/Room0
  E5  from         AND_SW2  in Cave02/Room0
  E5  from         AND_SW2  in Cave02/Room0
  E6  from              Bk  in Cave02/Room0
  E6  from         AND_SW2  in Cave02/Room0
  E6  from         AND_SW2  in Cave02/Room0
  E7  from         AND_SW2  in Cave02/Room0
  E7  from              Bk  in Cave02/Room0
  E7  from              Bk  in Cave02/Room0
  E7  from         AND_SW2  in Cave02/Room0
  E8  from              Bk  in Cave02/Room0
  E8  from         AND_SW2  in Cave02/Room0
  E8  from         AND_SW2  in Cave02/Room0
  E9  from              Bk  in Cave02/Room0
  E9  from         AND_SW2  in Cave02/Room0
  E9  from         AND_SW2  in Cave02/Room0
  EA  from         AND_SW2  in Cave02/Room0
  EA  from             mo2  in Cave02/Room0
  EA  from             mo2  in Cave02/Room0
  EA  from         AND_SW2  in Cave02/Room0
Room Cave03/Room0
  E0  from          SW_C00  in Cave03/Room0
  E0  from          SW_C00  in Cave03/Room0
  E0  from          SW_C00  in Cave03/Room0
  E0  from          SW_C00  in Cave03/Room0
  E0  from          SW_C00  in Cave03/Room0
  E0  from          SW_C00  in Cave03/Room0
  E0  from          SW_C00  in Cave03/Room0
  E0  from          SW_C00  in Cave03/Room0
  E0  from          SW_C00  in Cave03/Room0
Room Cave04/Room0
  E0  from          SW_C00  in Cave04/Room0
  E0  from          SW_C00  in Cave04/Room0
  E0  from          SW_C00  in Cave04/Room0
  E0  from          SW_C00  in Cave04/Room0
  E0  from          SW_C00  in Cave04/Room0
  E0  from          SW_C00  in Cave04/Room0
  E0  from          SW_C00  in Cave04/Room0
  E0  from          SW_C00  in Cave04/Room0
  E0  from          SW_C00  in Cave04/Room0
  E1  from         AND_SW2  in Cave04/Room0
  E1  from         bonbori  in Cave04/Room0
  E2  from         AND_SW2  in Cave04/Room0
  E2  from         bonbori  in Cave04/Room0
  E3  from         AND_SW2  in Cave04/Room0
  E3  from         AND_SW2  in Cave04/Room0
  E3  from           keeth  in Cave04/Room0
  E3  from           keeth  in Cave04/Room0
  E3  from           keeth  in Cave04/Room0
  E3  from           keeth  in Cave04/Room0
  E3  from           keeth  in Cave04/Room0
  E3  from           keeth  in Cave04/Room0
  E3  from           keeth  in Cave04/Room0
  E3  from           keeth  in Cave04/Room0
  E3  from           keeth  in Cave04/Room0
  E3  from           keeth  in Cave04/Room0
  E3  from           keeth  in Cave04/Room0
  E3  from           keeth  in Cave04/Room0
  E3  from           keeth  in Cave04/Room0
  E3  from           keeth  in Cave04/Room0
  E3  from           keeth  in Cave04/Room0
  E3  from           keeth  in Cave04/Room0
  E3  from           keeth  in Cave04/Room0
  E3  from           keeth  in Cave04/Room0
  E3  from           keeth  in Cave04/Room0
  E3  from           keeth  in Cave04/Room0
  E3  from           keeth  in Cave04/Room0
  E3  from           keeth  in Cave04/Room0
  E3  from           keeth  in Cave04/Room0
  E3  from           keeth  in Cave04/Room0
  E3  from           keeth  in Cave04/Room0
  E3  from           keeth  in Cave04/Room0
  E3  from           keeth  in Cave04/Room0
  E4  from         AND_SW2  in Cave04/Room0
Room Fairy01/Room0
  E0  from          SW_C00  in Fairy01/Room0
  E0  from          SW_C00  in Fairy01/Room0
  E0  from          SW_C00  in Fairy01/Room0
  E0  from          SW_C00  in Fairy01/Room0
  E0  from          SW_C00  in Fairy01/Room0
Room Fairy02/Room0
  E0  from          SW_C00  in Fairy02/Room0
  E0  from          SW_C00  in Fairy02/Room0
  E0  from          SW_C00  in Fairy02/Room0
  E0  from          SW_C00  in Fairy02/Room0
  E0  from          SW_C00  in Fairy02/Room0
Room Fairy03/Room0
  E0  from          SW_C00  in Fairy03/Room0
  E0  from          SW_C00  in Fairy03/Room0
  E0  from          SW_C00  in Fairy03/Room0
  E0  from          SW_C00  in Fairy03/Room0
  E0  from          SW_C00  in Fairy03/Room0
Room Fairy04/Room0
  E0  from          SW_C00  in Fairy04/Room0
  E0  from          SW_C00  in Fairy04/Room0
  E0  from          SW_C00  in Fairy04/Room0
  E0  from          SW_C00  in Fairy04/Room0
  E0  from          SW_C00  in Fairy04/Room0
Room Fairy05/Room0
  E0  from          SW_C00  in Fairy05/Room0
  E0  from          SW_C00  in Fairy05/Room0
  E0  from          SW_C00  in Fairy05/Room0
  E0  from          SW_C00  in Fairy05/Room0
  E0  from          SW_C00  in Fairy05/Room0
Room Fairy06/Room0
  E0  from          SW_C00  in Fairy06/Room0
  E0  from          SW_C00  in Fairy06/Room0
  E0  from          SW_C00  in Fairy06/Room0
  E0  from          SW_C00  in Fairy06/Room0
  E0  from          SW_C00  in Fairy06/Room0
Room ITest62/Room0
  E3  from              Bk  in ITest62/Room0
  E3  from              Bk  in ITest62/Room0
  E4  from             mo2  in ITest62/Room0
  E5  from              Tn  in ITest62/Room0
  E6  from          SW_C00  in ITest62/Room0
  E6  from          SW_C00  in ITest62/Room0
  E6  from          SW_C00  in ITest62/Room0
  E6  from          SW_C00  in ITest62/Room0
  E6  from          SW_C00  in ITest62/Room0
  E6  from          SW_C00  in ITest62/Room0
  E6  from          SW_C00  in ITest62/Room0
  E6  from          SW_C00  in ITest62/Room0
  E8  from             mo2  in ITest62/Room0
  E9  from         ootubo1  in ITest62/Room0
  EA  from         ootubo1  in ITest62/Room0
Room MiniHyo/Room0
  E0  from          SW_C00  in MiniHyo/Room0
  E0  from          SW_C00  in MiniHyo/Room0
  E0  from          SW_C00  in MiniHyo/Room0
  E0  from          SW_C00  in MiniHyo/Room0
  E0  from          SW_C00  in MiniHyo/Room0
  E0  from          SW_C00  in MiniHyo/Room0
  E0  from          SW_C00  in MiniHyo/Room0
  E0  from          SW_C00  in MiniHyo/Room0
  E0  from          SW_C00  in MiniHyo/Room0
  E0  from          SW_C00  in MiniHyo/Room0
  EC  from         ootubo1  in MiniHyo/Room0
Room MiniKaz/Room0
  E0  from          SW_C00  in MiniKaz/Room0
  E0  from          SW_C00  in MiniKaz/Room0
  E0  from          SW_C00  in MiniKaz/Room0
  E0  from          SW_C00  in MiniKaz/Room0
  E0  from          SW_C00  in MiniKaz/Room0
  E0  from          SW_C00  in MiniKaz/Room0
  E0  from          SW_C00  in MiniKaz/Room0
  E0  from          SW_C00  in MiniKaz/Room0
  E0  from          SW_C00  in MiniKaz/Room0
  E0  from           TagHt  in MiniKaz/Room0
  E1  from         magtail  in MiniKaz/Room0
  E1  from         AND_SW2  in MiniKaz/Room0
  E2  from         magtail  in MiniKaz/Room0
  E2  from         AND_SW2  in MiniKaz/Room0
  E3  from         takara6  in MiniKaz/Stage
  E3  from         AND_SW2  in MiniKaz/Room0
Room TF_01/Room1
  E0  from          SW_C00  in TF_01/Room1/Layer8
Room TF_03/Room0
  E0  from          SW_C00  in TF_03/Room0
  E0  from          SW_C00  in TF_03/Room0
  E0  from          SW_C00  in TF_03/Room0
  E0  from          SW_C00  in TF_03/Room0
  E0  from          SW_C00  in TF_03/Room0
  E0  from          SW_C00  in TF_03/Room0
  E0  from          SW_C00  in TF_03/Room0
Room TF_04/Room0
  E0  from          SW_C00  in TF_04/Room0
  E0  from          SW_C00  in TF_04/Room0
  E0  from          SW_C00  in TF_04/Room0
  E0  from          SW_C00  in TF_04/Room0
  E0  from          SW_C00  in TF_04/Room0
  E0  from          SW_C00  in TF_04/Room0
  E0  from          SW_C00  in TF_04/Room0
  E0  from          SW_C00  in TF_04/Room0
  E1  from         MhmrSW0  in TF_04/Room0
  E3  from         MhmrSW0  in TF_04/Room0
  E5  from         MhmrSW0  in TF_04/Room0
  E7  from         MhmrSW0  in TF_04/Room0
  EB  from         AND_SW0  in TF_04/Room0
  EB  from          SW_C00  in TF_04/Room0
  EC  from         AND_SW0  in TF_04/Room0
  EC  from          SW_C00  in TF_04/Room0
  ED  from         AND_SW0  in TF_04/Room0
  ED  from          SW_C00  in TF_04/Room0
  EE  from         AND_SW0  in TF_04/Room0
  EE  from         AND_SW0  in TF_04/Room0
  EE  from         AND_SW0  in TF_04/Room0
Room TyuTyu/Room0
  E0  from          SW_C00  in TyuTyu/Room0
  E0  from          SW_C00  in TyuTyu/Room0
  E0  from          SW_C00  in TyuTyu/Room0
  E0  from          SW_C00  in TyuTyu/Room0
  E0  from          SW_C00  in TyuTyu/Room0
  E0  from          SW_C00  in TyuTyu/Room0
  E0  from          SW_C00  in TyuTyu/Room0
  E0  from          SW_C00  in TyuTyu/Room0
  E0  from          SW_C00  in TyuTyu/Room0
Stage ID: 0D
  01  from         takara7  in Cave05/Stage
  02  from          tkrAGc  in Cave07/Stage
  04  from         takaraM  in SubD43/Stage
  04  from          LTagR0  in SubD43/Room0
  04  from          LTagR0  in SubD43/Room0
  04  from          LTagR0  in SubD43/Room0
  04  from          LTagR0  in SubD43/Room0
  04  from          LTagR0  in SubD43/Room0
  04  from          LTagR0  in SubD43/Room0
  04  from          LTagR0  in SubD43/Room0
  04  from          LTagR0  in SubD43/Room0
  04  from          LTagR0  in SubD43/Room0
  04  from          LTagR0  in SubD43/Room0
  04  from          LTagR0  in SubD43/Room0
  04  from          LTagR0  in SubD43/Room0
  04  from          LTagR0  in SubD43/Room0
  04  from          LTagR0  in SubD43/Room0
  04  from          LTagR0  in SubD43/Room0
  04  from          LTagR0  in SubD43/Room0
  04  from          LTagR0  in SubD43/Room0
  04  from          LTagR0  in SubD43/Room0
  04  from          LTagR0  in SubD43/Room0
  04  from          LTagR0  in SubD43/Room0
  04  from          LTagR0  in SubD43/Room0
  04  from          LTagR0  in SubD43/Room0
  04  from          LTagR0  in SubD43/Room0
  04  from          LTagR0  in SubD43/Room0
  04  from          LTagR0  in SubD43/Room0
  04  from          LTagR0  in SubD43/Room0
  04  from          LTagR0  in SubD43/Room0
  04  from          LTagR0  in SubD43/Room0
  04  from          LTagR0  in SubD43/Room0
  04  from          LTagR0  in SubD43/Room0
  06  from          tkrASw  in SubD42/Stage
  06  from         AND_SW2  in SubD42/Room0
  0B  from          tkrCTf  in Cave09/Room20
  0C  from          tkrCTf  in Cave09/Room20
  0C  from           LTag1  in Cave09/Room20
  0C  from           LTag1  in Cave09/Room20
  0C  from           LTag1  in Cave09/Room20
  0C  from           LTag1  in Cave09/Room20
  0D  from         MkieBAB  in Cave09/Room20
  0E  from         takara3  in Cave10/Room20
  47  from         takara5  in SubD71/Stage
  47  from         AND_SW0  in SubD71/Room0
  47  from            Puti  in SubD71/Room0
  47  from            Puti  in SubD71/Room0
  47  from            Puti  in SubD71/Room0
  47  from            Puti  in SubD71/Room0
  47  from            Puti  in SubD71/Room0
  47  from            Puti  in SubD71/Room0
  48  from         takara5  in SubD71/Stage
  80  from            Puti  in ITest63/Room0
  80  from              Bk  in ITest63/Room0
  80  from            Puti  in ITest63/Room0
  80  from          SW_C00  in SubD43/Room0
  80  from          SW_C00  in SubD43/Room0
  80  from          SW_C00  in SubD43/Room0
  80  from          SW_C00  in TF_06/Room0
  80  from          SW_C00  in TF_06/Room0
  80  from          SW_C00  in TF_06/Room0
  80  from          SW_C00  in TF_06/Room0
  80  from          SW_C00  in TF_06/Room0
  80  from          SW_C00  in TF_06/Room0
  80  from          SW_C00  in TF_06/Room0
  80  from          SW_C00  in TF_06/Room0
  80  from          SW_C00  in TF_06/Room1
  81  from            Puti  in ITest63/Room0
  81  from              Bk  in ITest63/Room0
  81  from         bonbori  in TF_06/Room1
  81  from         AND_SW2  in TF_06/Room2
  81  from         AND_SW2  in TF_06/Room2
  81  from         bonbori  in TF_06/Room2
  81  from         AND_SW2  in TF_06/Room3
  81  from         bonbori  in TF_06/Room3
  81  from         AND_SW2  in TF_06/Room4
  81  from         bonbori  in TF_06/Room4
  81  from         AND_SW2  in TF_06/Room5
  81  from         bonbori  in TF_06/Room5
  82  from            Puti  in ITest63/Room0
  82  from              Bk  in ITest63/Room0
  82  from            Puti  in ITest63/Room0
  82  from         bonbori  in TF_06/Room1
  82  from         AND_SW2  in TF_06/Room2
  82  from         bonbori  in TF_06/Room2
  82  from         AND_SW2  in TF_06/Room3
  82  from         AND_SW2  in TF_06/Room3
  82  from         bonbori  in TF_06/Room3
  82  from         AND_SW2  in TF_06/Room4
  82  from         bonbori  in TF_06/Room4
  82  from         AND_SW2  in TF_06/Room5
  82  from         bonbori  in TF_06/Room5
  83  from              Bk  in ITest63/Room0
  83  from              Bk  in ITest63/Room0
  83  from         bonbori  in TF_06/Room1
  83  from         AND_SW2  in TF_06/Room2
  83  from         bonbori  in TF_06/Room2
  83  from         AND_SW2  in TF_06/Room3
  83  from         bonbori  in TF_06/Room3
  83  from         AND_SW2  in TF_06/Room4
  83  from         AND_SW2  in TF_06/Room4
  83  from         bonbori  in TF_06/Room4
  83  from         AND_SW2  in TF_06/Room5
  83  from         bonbori  in TF_06/Room5
  84  from              Bk  in ITest63/Room0
  84  from             mo2  in ITest63/Room0
  84  from         bonbori  in TF_06/Room1
  84  from         AND_SW2  in TF_06/Room2
  84  from         bonbori  in TF_06/Room2
  84  from         AND_SW2  in TF_06/Room3
  84  from         bonbori  in TF_06/Room3
  84  from         AND_SW2  in TF_06/Room4
  84  from         bonbori  in TF_06/Room4
  84  from         AND_SW2  in TF_06/Room5
  84  from         AND_SW2  in TF_06/Room5
  84  from         bonbori  in TF_06/Room5
  85  from              Bk  in ITest63/Room0
  85  from            Puti  in ITest63/Room0
  85  from          door10  in TF_06/Stage
  85  from          door10  in TF_06/Stage
  85  from          door10  in TF_06/Stage
  85  from          door10  in TF_06/Stage
  85  from          door10  in TF_06/Stage
  85  from         AND_SW2  in TF_06/Room2
  85  from         AND_SW2  in TF_06/Room3
  85  from         AND_SW2  in TF_06/Room4
  85  from         AND_SW2  in TF_06/Room5
  86  from              Bk  in ITest63/Room0
  86  from              Tn  in ITest63/Room0
  87  from             mo2  in ITest63/Room0
  87  from            Puti  in ITest63/Room0
  88  from              Bk  in ITest63/Room0
  88  from            Puti  in ITest63/Room0
  89  from            Puti  in ITest63/Room0
  89  from              Tn  in ITest63/Room0
  8A  from            Puti  in ITest63/Room0
  8A  from              Bk  in ITest63/Room0
  8B  from              Bk  in ITest63/Room0
  8B  from             mo2  in ITest63/Room0
  8C  from            Puti  in ITest63/Room0
  8C  from              Bk  in ITest63/Room0
  8D  from              Bk  in ITest63/Room0
  8D  from             mo2  in ITest63/Room0
  8E  from            Puti  in ITest63/Room0
  8E  from             mo2  in ITest63/Room0
  8F  from              Bk  in ITest63/Room0
  8F  from              Bk  in ITest63/Room0
  8F  from           wiz_r  in ITest63/Room0
  90  from              Tn  in ITest63/Room0
  90  from             mo2  in ITest63/Room0
  91  from            Puti  in ITest63/Room0
  91  from             mo2  in ITest63/Room0
  92  from              Bk  in ITest63/Room0
  92  from             mo2  in ITest63/Room0
  93  from            Puti  in ITest63/Room0
  93  from              Tn  in ITest63/Room0
  94  from            Puti  in ITest63/Room0
  94  from             mo2  in ITest63/Room0
  95  from             mo2  in ITest63/Room0
  95  from             mo2  in ITest63/Room0
  95  from         AND_SW2  in TF_06/Room2
  95  from          ALLdie  in TF_06/Room2
  96  from            Puti  in ITest63/Room0
  96  from              Bk  in ITest63/Room0
  96  from         AND_SW2  in TF_06/Room3
  96  from          ALLdie  in TF_06/Room3
  97  from            Puti  in ITest63/Room0
  97  from              Tn  in ITest63/Room0
  97  from         AND_SW2  in TF_06/Room4
  97  from          ALLdie  in TF_06/Room4
  98  from              Bk  in ITest63/Room0
  98  from             mo2  in ITest63/Room0
  98  from         AND_SW2  in TF_06/Room5
  98  from          ALLdie  in TF_06/Room5
  99  from              Bk  in ITest63/Room0
  99  from              Bk  in ITest63/Room0
  99  from           wiz_r  in ITest63/Room0
  9A  from              Bk  in ITest63/Room0
  9A  from              Tn  in ITest63/Room0
  9B  from            Puti  in ITest63/Room0
  9B  from              Bk  in ITest63/Room0
  9B  from         AND_SW0  in ITest63/Room0
  9C  from              Bk  in ITest63/Room0
  9C  from         AND_SW0  in ITest63/Room0
  9D  from            Puti  in ITest63/Room0
  9D  from              Bk  in ITest63/Room0
  9D  from         AND_SW0  in ITest63/Room0
  9E  from              Tn  in ITest63/Room0
  9E  from              Tn  in ITest63/Room0
  9E  from              Tn  in ITest63/Room0
  9E  from         AND_SW0  in ITest63/Room0
  9F  from              Tn  in ITest63/Room0
  9F  from         AND_SW0  in ITest63/Room0
  A0  from              Tn  in ITest63/Room0
  A0  from         AND_SW0  in ITest63/Room0
  A1  from              Tn  in ITest63/Room0
  A1  from         AND_SW0  in ITest63/Room0
  A2  from         AND_SW0  in ITest63/Room0
  A2  from           wiz_r  in ITest63/Room0
  A3  from           wiz_r  in ITest63/Room0
  A3  from         AND_SW0  in ITest63/Room0
  A4  from          tkrASw  in ITest63/Stage
  A4  from         AND_SW0  in ITest63/Room0
  C0  from         Kbota_A  in Asoko/Room0/Layer0
  C0  from          KbotaC  in Asoko/Room0/Layer0
  C0  from         Kbota_A  in Asoko/Room0/Layer1
  C0  from          KbotaC  in Asoko/Room0/Layer1
  C0  from           Ashut  in Asoko/Room0/Layer2
  C0  from         Kbota_A  in Asoko/Room0/Layer2
  C0  from          KbotaC  in Asoko/Room0/Layer2
  C0  from           Ashut  in Asoko/Room0/Layer3
  C0  from         Kbota_A  in Asoko/Room0/Layer3
  C0  from          KbotaC  in Asoko/Room0/Layer3
Room Cave05/Room0
  E0  from          SW_C00  in Cave05/Room0
  E0  from          SW_C00  in Cave05/Room0
  E0  from          SW_C00  in Cave05/Room0
  E0  from          SW_C00  in Cave05/Room0
  E0  from          SW_C00  in Cave05/Room0
  E0  from          SW_C00  in Cave05/Room0
  E0  from          SW_C00  in Cave05/Room0
  E0  from          SW_C00  in Cave05/Room0
Room Cave07/Room0
  E0  from          SW_C00  in Cave07/Room0
  E0  from          SW_C00  in Cave07/Room0
  E0  from          SW_C00  in Cave07/Room0
  E0  from          SW_C00  in Cave07/Room0/Layer8
  E1  from           wiz_r  in Cave07/Room0
  E1  from          SW_C00  in Cave07/Room0
  E2  from           wiz_r  in Cave07/Room0
  E2  from           wiz_r  in Cave07/Room0
  E2  from           wiz_r  in Cave07/Room0
  E3  from           wiz_r  in Cave07/Room0
  E3  from         AND_SW2  in Cave07/Room0
  E4  from           wiz_r  in Cave07/Room0
  E4  from         AND_SW2  in Cave07/Room0
  E5  from           wiz_r  in Cave07/Room0
  E5  from           wiz_r  in Cave07/Room0
  E5  from           wiz_r  in Cave07/Room0
  E5  from         AND_SW2  in Cave07/Room0
Room Cave09/Room0
  E0  from          SW_C00  in Cave09/Room0
  E0  from          SW_C00  in Cave09/Room0
  E0  from          SW_C00  in Cave09/Room0
  E0  from          SW_C00  in Cave09/Room0
  E0  from          SW_C00  in Cave09/Room0
  E0  from          SW_C00  in Cave09/Room0
  E0  from          SW_C00  in Cave09/Room0
  E0  from          SW_C00  in Cave09/Room0
  E0  from          SW_C00  in Cave09/Room0
Room Cave09/Room6
  E0  from           wiz_r  in Cave09/Room6
  E0  from           wiz_r  in Cave09/Room6
  E0  from           wiz_r  in Cave09/Room6
  E0  from          SW_C00  in Cave09/Room6
Room Cave09/Room17
  E0  from           wiz_r  in Cave09/Room17
  E0  from          SW_C00  in Cave09/Room17
Room Cave10/Room0
  E0  from          SW_C00  in Cave10/Room0
  E0  from          SW_C00  in Cave10/Room0
  E0  from          SW_C00  in Cave10/Room0
  E0  from          SW_C00  in Cave10/Room0
  E0  from          SW_C00  in Cave10/Room0
  E0  from          SW_C00  in Cave10/Room0
  E0  from          SW_C00  in Cave10/Room0
  E0  from          SW_C00  in Cave10/Room0
  E0  from          SW_C00  in Cave10/Room0
Room Cave10/Room7
  E0  from         c_green  in Cave10/Room7
  E0  from         c_green  in Cave10/Room7
  E0  from         c_green  in Cave10/Room7
  E0  from         c_green  in Cave10/Room7
  E0  from         c_green  in Cave10/Room7
  E0  from         c_green  in Cave10/Room7
  E0  from         c_green  in Cave10/Room7
  E0  from         c_green  in Cave10/Room7
  E0  from         c_green  in Cave10/Room7
  E0  from         c_green  in Cave10/Room7
  E0  from          SW_C00  in Cave10/Room7
  E1  from           c_red  in Cave10/Room7
  E1  from           c_red  in Cave10/Room7
  E1  from           c_red  in Cave10/Room7
  E1  from           c_red  in Cave10/Room7
  E1  from           c_red  in Cave10/Room7
  E1  from           c_red  in Cave10/Room7
  E1  from           c_red  in Cave10/Room7
  E1  from           c_red  in Cave10/Room7
  E1  from           c_red  in Cave10/Room7
  E1  from           c_red  in Cave10/Room7
  E1  from          SW_C00  in Cave10/Room7
  E2  from         c_kiiro  in Cave10/Room7
